food_id,ISSCAAP,integragency_code,food_name,habitat,food_state,protein(g),calcium(mg),iron(mg),zinc(mg),selenium(mcg),vitaminA(mcg),omega3(g)
93026,56,SVE,"Striped venus, flesh, raw",,r,9.23,223,7.7,1.26,130,79,0.46
93061,56,SVE,"Striped venus, flesh, boiled♦",,c,14.6,354,9.7,1.99,180,113,0.8
93096,56,SVE,"Striped venus, flesh, boiled in recipe",,c,14.6,354,12.2,1.99,200,113,0.8
93027,57,SQZ,"Inshore squids, flesh, raw",,r,15.9,18,0.7,1.26,43,13,
93062,57,SQZ,"Inshore squids, flesh, boiled",,c,31.2,36,1,2.47,77,23,
93097,57,SQZ,"Inshore squids, flesh, boiled in recipe",,c,31.2,36,1.3,2.47,85,23,
93106,57,SQZ,"Inshore squids, flesh, grilled",,c,26.1,30,0.9,2.06,71,19,
93028,57,SQR,"European squid, flesh, raw (n.s.)",,r,16.1,13,0.3,1.19,53,13,
93063,57,SQR,"European squid, flesh, boiled (n.s.)",,c,31.6,26,0.5,2.33,93,23,
93098,57,SQR,"European squid, flesh, boiled in recipe (n.s.)",,c,31.6,26,0.6,2.33,100,23,
93107,57,SQR,"European squid, flesh, grilled (n.s.)",,c,26.4,21,0.4,1.95,87,19,
93029,57,SQR,"European squid, wild, flesh, raw (Mediterranean Sea)",W,r,16.7,13,0.3,1.19,26,13,0.81
93064,57,SQR,"European squid, wild, flesh, boiled (Mediterranean Sea)",W,c,32.8,25,0.5,2.33,46,23,1.73
93099,57,SQR,"European squid, wild, flesh, boiled in recipe (Mediterranean Sea)",W,c,32.8,25,0.6,2.33,52,23,1.73
93108,57,SQR,"European squid, wild, flesh, grilled (Mediterranean Sea)",W,c,27.4,21,0.4,1.95,43,19,1.42
93030,57,OCT,"Octopuses, etc., flesh, raw",,r,13.8,33,2.3,2.84,47,26,0.15
93065,57,OCT,"Octopuses, etc., flesh, boiled",,c,27.1,65,3.5,5.57,83,46,0.4
93100,57,OCT,"Octopuses, etc., flesh, boiled in recipe",,c,27.1,65,4.4,5.57,92,46,0.4
93109,57,OCT,"Octopuses, etc., flesh, grilled",,c,22.7,54,3.1,4.66,77,38,0.31
93031,57,OCC,"Common octopus, flesh, raw (n.s.)",,r,13.7,34,2.4,3.09,54,26,0.18
93066,57,OCC,"Common octopus, flesh, boiled (n.s.)",,c,26.8,67,3.8,6.05,95,46,0.47
93101,57,OCC,"Common octopus, flesh, boiled in recipe (n.s.)",,c,26.8,67,4.7,6.05,110,46,0.47
93110,57,OCC,"Common octopus, flesh, grilled (n.s.)",,c,22.4,56,3.3,5.06,88,38,0.37
93032,57,OCC,"Common octopus, wild, flesh, raw (Mediterranean Sea)",W,r,13.4,38,3.7,5.1,54,26,0.18
93067,57,OCC,"Common octopus, wild, flesh, boiled (Mediterranean Sea)",W,c,26.3,74,5.8,10,95,46,0.48
93102,57,OCC,"Common octopus, wild, flesh, boiled in recipe (Mediterranean Sea)",W,c,26.3,74,7.3,10,,46,0.48
93111,57,OCC,"Common octopus, wild, flesh, grilled (Mediterranean Sea)",W,c,22,62,5.2,8.36,,38,0.38
93033,57,OMZ,"Ommastrephidae squids, flesh, raw",,r,16.4,37,3.3,2.81,51,0,
93068,57,OMZ,"Ommastrephidae squids, flesh, boiled",,c,32.2,73,5.2,5.5,90,0,
93103,57,OMZ,"Ommastrephidae squids, flesh, boiled in recipe",,c,32.2,73,6.5,5.5,100,0,
93112,57,OMZ,"Ommastrephidae squids, flesh, grilled",,c,26.9,61,4.6,4.6,83,0,
93034,57,CTL,"Cuttlefish/Bobtail squids, flesh, raw",,r,16.4,35,2.1,2.05,49,22,
93069,57,CTL,"Cuttlefish, bobtail squids, flesh, boiled",,c,32.1,69,3.3,4.02,87,39,
93104,57,CTL,"Cuttlefish, bobtail squids, flesh, boiled in recipe",,c,32.1,69,4.1,4.02,96,39,
93113,57,CTL,"Cuttlefish, bobtail squids, flesh, grilled",,c,26.8,58,2.9,3.36,81,32,
93035,57,CTC,"Common cuttlefish, flesh, raw",,r,16,22,2.5,2.99,49,22,0.31
93070,57,CTC,"Common cuttlefish, flesh, boiled",,c,31.3,44,4,5.85,87,39,0.72
93105,57,CTC,"Common cuttlefish, flesh, boiled in recipe",,c,31.3,44,4.9,5.85,96,39,0.72
93114,57,CTC,"Common cuttlefish, flesh, grilled",,c,26.2,37,3.5,4.89,81,32,0.58
